benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,rerun_priority,rerun_reason,summary_marker_errors,summary_failure_lower_bound,trajectory,error_response_details
terminalbench,main,devstral24b,di__b4k__trc-su,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,trc_summarize,4000,0.5,write-compressor,trc-su,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__trc-su/write-compressor/trc-su/run_1/trajectory.json,
terminalbench,main,devstral24b,di__b4k__trc-su,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,trc_summarize,4000,0.5,write-compressor,trc-su,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__trc-su/write-compressor/trc-su/run_2/trajectory.json,
terminalbench,main,devstral24b,di__b4k__trc-su,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,trc_summarize,4000,0.5,write-compressor,trc-su,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/di__b4k__trc-su/write-compressor/trc-su/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss-partial,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize_partial,3000,0.5,extract-moves-from-video,structured-summarize-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss-partial/extract-moves-from-video/structured-summarize-partial/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss-partial,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize_partial,3000,0.5,password-recovery,structured-summarize-partial,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss-partial/password-recovery/structured-summarize-partial/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00693.txt
terminalbench,main,glm47flash,d05__b3k__ss-partial,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize_partial,3000,0.5,raman-fitting.easy,structured-summarize-partial,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss-partial/raman-fitting.easy/structured-summarize-partial/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,blind-maze-explorer-5x5,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/blind-maze-explorer-5x5/structured-summarize/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,cartpole-rl-training,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/cartpole-rl-training/structured-summarize/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,crack-7z-hash.hard,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/crack-7z-hash.hard/structured-summarize/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,eval-mteb.hard,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/eval-mteb.hard/structured-summarize/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,eval-mteb.hard,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/eval-mteb.hard/structured-summarize/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,eval-mteb,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/eval-mteb/structured-summarize/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,extract-moves-from-video,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/extract-moves-from-video/structured-summarize/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,fibonacci-server,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/fibonacci-server/structured-summarize/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,fibonacci-server,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/fibonacci-server/structured-summarize/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,fix-git,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/fix-git/structured-summarize/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,fix-pandas-version,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/fix-pandas-version/structured-summarize/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,fix-pandas-version,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/fix-pandas-version/structured-summarize/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,fix-pandas-version,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/fix-pandas-version/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00585.txt
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,git-workflow-hack,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/git-workflow-hack/structured-summarize/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,gpt2-codegolf,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/gpt2-codegolf/structured-summarize/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,hf-model-inference,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/hf-model-inference/structured-summarize/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,hf-model-inference,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/hf-model-inference/structured-summarize/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,password-recovery,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/password-recovery/structured-summarize/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,password-recovery,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/password-recovery/structured-summarize/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,processing-pipeline,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/processing-pipeline/structured-summarize/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,prove-plus-comm,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/prove-plus-comm/structured-summarize/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00607.txt
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,pytorch-model-cli.hard,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/pytorch-model-cli.hard/structured-summarize/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,qemu-alpine-ssh,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/qemu-alpine-ssh/structured-summarize/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,raman-fitting.easy,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/raman-fitting.easy/structured-summarize/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,raman-fitting.easy,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/raman-fitting.easy/structured-summarize/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,raman-fitting.easy,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/raman-fitting.easy/structured-summarize/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,sanitize-git-repo.hard,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/sanitize-git-repo.hard/structured-summarize/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,sanitize-git-repo,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/sanitize-git-repo/structured-summarize/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,sqlite-with-gcov,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/sqlite-with-gcov/structured-summarize/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00624.txt
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,super-benchmark-upet,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/super-benchmark-upet/structured-summarize/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00626.txt
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,super-benchmark-upet,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/super-benchmark-upet/structured-summarize/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,super-benchmark-upet,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/super-benchmark-upet/structured-summarize/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00627.txt
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,swe-bench-astropy-2,structured-summarize,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/swe-bench-astropy-2/structured-summarize/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,swe-bench-astropy-2,structured-summarize,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/swe-bench-astropy-2/structured-summarize/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,swe-bench-astropy-2,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/swe-bench-astropy-2/structured-summarize/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__ss,hosted_vllm/zai-org/GLM-4.7-Flash,structured_summarize,3000,0.5,write-compressor,structured-summarize,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__ss/write-compressor/structured-summarize/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,blind-maze-explorer-5x5,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/blind-maze-explorer-5x5/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,cartpole-rl-training,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/cartpole-rl-training/summarization/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,count-dataset-tokens,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/count-dataset-tokens/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,count-dataset-tokens,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/count-dataset-tokens/summarization/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,crack-7z-hash.hard,summarization,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/crack-7z-hash.hard/summarization/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,crack-7z-hash.hard,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/crack-7z-hash.hard/summarization/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,csv-to-parquet,summarization,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/csv-to-parquet/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,csv-to-parquet,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/csv-to-parquet/summarization/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,csv-to-parquet,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/csv-to-parquet/summarization/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,decommissioning-service-with-sensitive-data,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/decommissioning-service-with-sensitive-data/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,download-youtube,summarization,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/download-youtube/summarization/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,eval-mteb.hard,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/eval-mteb.hard/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,eval-mteb.hard,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/eval-mteb.hard/summarization/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,eval-mteb.hard,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/eval-mteb.hard/summarization/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,eval-mteb,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/eval-mteb/summarization/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,extract-moves-from-video,summarization,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/extract-moves-from-video/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,extract-moves-from-video,summarization,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/extract-moves-from-video/summarization/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,fibonacci-server,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/fibonacci-server/summarization/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,fibonacci-server,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/fibonacci-server/summarization/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,fix-git,summarization,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/fix-git/summarization/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,fix-pandas-version,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/fix-pandas-version/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,fix-pandas-version,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/fix-pandas-version/summarization/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,git-workflow-hack,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/git-workflow-hack/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,git-workflow-hack,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/git-workflow-hack/summarization/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,gpt2-codegolf,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/gpt2-codegolf/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,gpt2-codegolf,summarization,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/gpt2-codegolf/summarization/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,gpt2-codegolf,summarization,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/gpt2-codegolf/summarization/run_3/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00758.txt
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,heterogeneous-dates,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/heterogeneous-dates/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,heterogeneous-dates,summarization,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/heterogeneous-dates/summarization/run_2/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,heterogeneous-dates,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/heterogeneous-dates/summarization/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,hf-model-inference,summarization,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/hf-model-inference/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,hf-model-inference,summarization,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/hf-model-inference/summarization/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,incompatible-python-fasttext,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/incompatible-python-fasttext/summarization/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00761.txt
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,incompatible-python-fasttext,summarization,run_3,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/incompatible-python-fasttext/summarization/run_3/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,intrusion-detection,summarization,run_2,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/intrusion-detection/summarization/run_2/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00763.txt
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,modernize-fortran-build,summarization,run_1,probable,tb_unverifiable,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/modernize-fortran-build/summarization/run_1/trajectory.json,
terminalbench,main,glm47flash,d05__b3k__su-full,hosted_vllm/zai-org/GLM-4.7-Flash,summarization,3000,0.5,password-recovery,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/glm47flash/d05__b3k__su-full/password-recovery/summarization/run_1/trajectory.json,
