cell,key,task,run_num,action,timestamp,resolved,reason,result_file,already_reevaluated_20260911,model_tag
di__b20k__otrc-su-partial,scikit-learn__scikit-learn-26194__otrc-su-partial__r2,scikit-learn__scikit-learn-26194,2,evaluate_only,2026-05-05T17:02:52.478022,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-su-partial/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-14710__otrc-tr__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-05T16:21:40.834066,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-14710__otrc-tr__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-05T16:15:18.168381,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-14710__otrc-tr__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,2026-08-27T17:20:26.956066,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-25102__otrc-tr__r2,scikit-learn__scikit-learn-25102,2,evaluate_only,2026-05-05T16:46:54.655356,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-26194__otrc-tr__r2,scikit-learn__scikit-learn-26194,2,evaluate_only,2026-05-05T17:03:07.499935,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,True,qwen35-a3b
di__b20k__otrc-tr,scikit-learn__scikit-learn-9288__otrc-tr__r1,scikit-learn__scikit-learn-9288,1,evaluate_only,2026-05-05T17:06:06.970154,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__otrc-tr/experiment_results.json,True,qwen35-a3b
di__b20k__trc,django__django-12663__tool-result-clear__r2,django__django-12663,2,evaluate_only,2026-05-04T00:30:29.730359,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,True,qwen35-a3b
di__b20k__trc,django__django-15278__tool-result-clear__r2,django__django-15278,2,evaluate_only,2026-05-04T01:12:08.423710,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,True,qwen35-a3b
di__b20k__trc,scikit-learn__scikit-learn-14710__tool-result-clear__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-04T04:26:08.766050,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,True,qwen35-a3b
di__b20k__trc,scikit-learn__scikit-learn-14710__tool-result-clear__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-04T04:31:21.957481,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,True,qwen35-a3b
di__b20k__trc,scikit-learn__scikit-learn-14710__tool-result-clear__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,2026-08-27T13:20:08.087150,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,True,qwen35-a3b
di__b20k__trc,scikit-learn__scikit-learn-25232__tool-result-clear__r1,scikit-learn__scikit-learn-25232,1,evaluate_only,2026-05-04T04:52:24.079221,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,True,qwen35-a3b
di__b20k__trc,scikit-learn__scikit-learn-25232__tool-result-clear__r2,scikit-learn__scikit-learn-25232,2,evaluate_only,2026-05-04T04:51:51.621918,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc/experiment_results.json,True,qwen35-a3b
di__b20k__trc-ss,scikit-learn__scikit-learn-14710__trc-ss__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-04T04:37:14.607818,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b20k__trc-ss,scikit-learn__scikit-learn-14710__trc-ss__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-05-04T04:38:09.594464,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b20k__trc-ss,scikit-learn__scikit-learn-14710__trc-ss__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,2026-08-27T13:03:48.424387,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b20k__trc-ss,scikit-learn__scikit-learn-25232__trc-ss__r2,scikit-learn__scikit-learn-25232,2,evaluate_only,2026-05-04T04:51:00.782923,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b20k__trc-ss,sympy__sympy-14711__trc-ss__r3,sympy__sympy-14711,3,evaluate_only,2026-08-27T12:14:23.585783,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-ss/experiment_results.json,True,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-13496__trc-su__r1,scikit-learn__scikit-learn-13496,1,evaluate_only,2026-05-04T04:13:16.888960,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,True,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-13496__trc-su__r2,scikit-learn__scikit-learn-13496,2,evaluate_only,2026-05-04T04:13:41.965989,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,True,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-14710__trc-su__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-04T04:31:15.838423,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,True,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-14710__trc-su__r3,scikit-learn__scikit-learn-14710,3,evaluate_only,2026-08-27T13:05:29.124718,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,True,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-14983__trc-su__r2,scikit-learn__scikit-learn-14983,2,evaluate_only,2026-05-04T04:46:16.016735,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,True,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-25232__trc-su__r1,scikit-learn__scikit-learn-25232,1,evaluate_only,2026-05-04T04:53:43.070658,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,True,qwen35-a3b
di__b20k__trc-su,scikit-learn__scikit-learn-25232__trc-su__r2,scikit-learn__scikit-learn-25232,2,evaluate_only,2026-05-04T04:54:44.980198,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__b20k__trc-su/experiment_results.json,True,qwen35-a3b
di__binf__fc,django__django-11087__full-context__r1,django__django-11087,1,evaluate_only,2026-03-30T18:27:24.912396,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,django__django-11087__full-context__r2,django__django-11087,2,evaluate_only,2026-03-30T18:12:23.111333,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,django__django-11299__full-context__r1,django__django-11299,1,evaluate_only,2026-03-30T18:23:09.051187,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,django__django-12663__full-context__r3,django__django-12663,3,evaluate_only,2026-08-28T06:06:55.041970,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,django__django-13012__full-context__r1,django__django-13012,1,evaluate_only,2026-03-30T19:59:44.058350,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,django__django-13012__full-context__r2,django__django-13012,2,evaluate_only,2026-03-30T19:55:54.948163,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,django__django-14915__full-context__r2,django__django-14915,2,evaluate_only,2026-03-30T21:09:24.266173,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,django__django-14999__full-context__r1,django__django-14999,1,evaluate_only,2026-03-30T21:23:57.677184,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-10908__full-context__r1,scikit-learn__scikit-learn-10908,1,evaluate_only,2026-03-31T04:00:45.413936,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-11310__full-context__r1,scikit-learn__scikit-learn-11310,1,evaluate_only,2026-03-31T04:01:41.053618,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-11578__full-context__r2,scikit-learn__scikit-learn-11578,2,evaluate_only,2026-03-31T04:09:29.070362,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-12682__full-context__r1,scikit-learn__scikit-learn-12682,1,evaluate_only,2026-03-31T04:22:18.293702,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-13328__full-context__r1,scikit-learn__scikit-learn-13328,1,evaluate_only,2026-03-31T04:55:44.781520,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-13328__full-context__r2,scikit-learn__scikit-learn-13328,2,evaluate_only,2026-03-31T04:56:46.372830,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-14496__full-context__r1,scikit-learn__scikit-learn-14496,1,evaluate_only,2026-03-31T05:40:43.726551,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-14496__full-context__r2,scikit-learn__scikit-learn-14496,2,evaluate_only,2026-03-31T05:40:32.623480,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-14710__full-context__r1,scikit-learn__scikit-learn-14710,1,evaluate_only,2026-05-03T04:19:27.159990,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-15100__full-context__r1,scikit-learn__scikit-learn-15100,1,evaluate_only,2026-03-31T06:17:29.162602,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-15100__full-context__r2,scikit-learn__scikit-learn-15100,2,evaluate_only,2026-03-31T06:17:13.938929,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-25973__full-context__r2,scikit-learn__scikit-learn-25973,2,evaluate_only,2026-05-03T04:43:33.298357,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,scikit-learn__scikit-learn-26323__full-context__r2,scikit-learn__scikit-learn-26323,2,evaluate_only,2026-03-31T07:32:39.285966,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,sympy__sympy-13798__full-context__r2,sympy__sympy-13798,2,evaluate_only,2026-03-31T00:35:30.227284,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,sympy__sympy-15017__full-context__r1,sympy__sympy-15017,1,evaluate_only,2026-03-31T01:17:57.212740,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,sympy__sympy-15017__full-context__r2,sympy__sympy-15017,2,evaluate_only,2026-03-31T01:16:22.286769,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,sympy__sympy-18211__full-context__r3,sympy__sympy-18211,3,evaluate_only,2026-08-28T07:05:00.104344,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,True,qwen35-a3b
di__binf__fc,sympy__sympy-19637__full-context__r1,sympy__sympy-19637,1,evaluate_only,2026-03-31T02:26:24.881267,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,sympy__sympy-19637__full-context__r2,sympy__sympy-19637,2,evaluate_only,2026-03-31T02:26:05.497272,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,sympy__sympy-24443__full-context__r1,sympy__sympy-24443,1,evaluate_only,2026-03-31T03:40:18.647861,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__fc,sympy__sympy-24443__full-context__r2,sympy__sympy-24443,2,evaluate_only,2026-03-31T03:37:02.882527,False,legacy_evaluation_reports_missing,ICLR_results/swebench/main/qwen35b/di__binf__fc/experiment_results.json,False,qwen35-a3b
di__binf__otrc,scikit-learn__scikit-learn-14710__online-trc__r2,scikit-learn__scikit-learn-14710,2,evaluate_only,2026-04-19T12:26:11.279000,False,legacy_evaluation_error_missing_log,ICLR_results/swebench/main/qwen35b/di__binf__otrc/experiment_results.json,True,qwen35-a3b
