benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,rerun_priority,rerun_reason,summary_marker_errors,summary_failure_lower_bound,trajectory,error_response_details,seed_source_section,seed_source_trajectory,seed_archive
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,django__django-14999,summarization,run_2,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/django__django-14999/summarization/run_2/trajectory.json,details/09185.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/django__django-14999/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,django__django-17087,summarization,run_2,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/django__django-17087/summarization/run_2/trajectory.json,details/09207.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/django__django-17087/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,scikit-learn__scikit-learn-10297,summarization,run_3,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-10297/summarization/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-10297/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,scikit-learn__scikit-learn-10908,summarization,run_2,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-10908/summarization/run_2/trajectory.json,details/09213.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-10908/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,scikit-learn__scikit-learn-11310,summarization,run_3,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-11310/summarization/run_3/trajectory.json,details/09216.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-11310/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,scikit-learn__scikit-learn-11578,summarization,run_2,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-11578/summarization/run_2/trajectory.json,details/09218.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-11578/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,scikit-learn__scikit-learn-13328,summarization,run_3,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-13328/summarization/run_3/trajectory.json,details/09227.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-13328/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,scikit-learn__scikit-learn-13779,summarization,run_3,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-13779/summarization/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-13779/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,scikit-learn__scikit-learn-25747,summarization,run_1,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-25747/summarization/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-25747/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,scikit-learn__scikit-learn-25747,summarization,run_2,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-25747/summarization/run_2/trajectory.json,details/09243.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/scikit-learn__scikit-learn-25747/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,sympy__sympy-13031,summarization,run_1,priority,agentlog_summary_failure,0,15,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/sympy__sympy-13031/summarization/run_1/trajectory.json,details/09255.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/sympy__sympy-13031/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,sympy__sympy-13031,summarization,run_2,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/sympy__sympy-13031/summarization/run_2/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/sympy__sympy-13031/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,sympy__sympy-13031,summarization,run_3,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/sympy__sympy-13031/summarization/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/sympy__sympy-13031/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,sympy__sympy-13757,summarization,run_1,priority,agentlog_summary_failure,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/sympy__sympy-13757/summarization/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/sympy__sympy-13757/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,sympy__sympy-15345,summarization,run_1,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/sympy__sympy-15345/summarization/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/sympy__sympy-15345/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,sympy__sympy-15345,summarization,run_2,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/sympy__sympy-15345/summarization/run_2/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/sympy__sympy-15345/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,sympy__sympy-17630,summarization,run_1,probable,agentlog_uncorroborated,0,,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/sympy__sympy-17630/summarization/run_1/trajectory.json,details/09271.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/sympy__sympy-17630/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,sympy__sympy-17630,summarization,run_2,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/sympy__sympy-17630/summarization/run_2/trajectory.json,details/09272.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/sympy__sympy-17630/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,sympy__sympy-24066,summarization,run_1,priority,agentlog_summary_failure,0,13,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/sympy__sympy-24066/summarization/run_1/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/sympy__sympy-24066/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,20000,0.5,sympy__sympy-24443,summarization,run_2,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-full/sympy__sympy-24443/summarization/run_2/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-full/sympy__sympy-24443/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,django__django-11299,summarization-partial,run_2,priority,summary_failure_accounting,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/django__django-11299/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09295.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/django__django-11299/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,django__django-12273,summarization-partial,run_1,priority,summary_failure_accounting,0,6,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/django__django-12273/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09306.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/django__django-12273/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,django__django-12273,summarization-partial,run_3,priority,summary_failure_accounting,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/django__django-12273/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09308.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/django__django-12273/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,django__django-13012,summarization-partial,run_3,priority,summary_failure_accounting,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/django__django-13012/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09317.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/django__django-13012/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,django__django-13964,summarization-partial,run_1,priority,summary_failure_accounting,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/django__django-13964/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09321.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/django__django-13964/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,django__django-13964,summarization-partial,run_2,priority,summary_failure_accounting,0,8,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/django__django-13964/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09322.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/django__django-13964/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,django__django-14580,summarization-partial,run_1,priority,summary_failure_accounting,0,9,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/django__django-14580/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09326.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/django__django-14580/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,django__django-14580,summarization-partial,run_2,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/django__django-14580/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09327.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/django__django-14580/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,django__django-14999,summarization-partial,run_1,priority,summary_failure_accounting,0,5,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/django__django-14999/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09334.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/django__django-14999/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,django__django-14999,summarization-partial,run_2,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/django__django-14999/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09335.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/django__django-14999/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,scikit-learn__scikit-learn-10297,summarization-partial,run_3,priority,summary_failure_accounting,0,6,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-10297/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09361.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-10297/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,scikit-learn__scikit-learn-10908,summarization-partial,run_1,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-10908/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09364.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-10908/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,scikit-learn__scikit-learn-11310,summarization-partial,run_2,priority,summary_failure_accounting,0,6,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-11310/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09368.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-11310/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,scikit-learn__scikit-learn-11310,summarization-partial,run_3,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-11310/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09369.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-11310/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,scikit-learn__scikit-learn-13328,summarization-partial,run_1,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-13328/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09382.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-13328/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,scikit-learn__scikit-learn-13328,summarization-partial,run_2,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-13328/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09383.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-13328/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,scikit-learn__scikit-learn-13779,summarization-partial,run_1,priority,summary_failure_accounting,0,5,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-13779/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09386.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-13779/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,scikit-learn__scikit-learn-13779,summarization-partial,run_3,priority,summary_failure_accounting,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-13779/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09387.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-13779/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,scikit-learn__scikit-learn-25747,summarization-partial,run_1,priority,summary_failure_accounting,0,7,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-25747/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09408.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-25747/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,scikit-learn__scikit-learn-25747,summarization-partial,run_2,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-25747/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09409.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/scikit-learn__scikit-learn-25747/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,sympy__sympy-11618,summarization-partial,run_2,priority,summary_failure_accounting,0,2,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/sympy__sympy-11618/summarization-partial/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09421.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/sympy__sympy-11618/summarization-partial/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,sympy__sympy-11618,summarization-partial,run_3,priority,summary_failure_accounting,0,6,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/sympy__sympy-11618/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09422.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/sympy__sympy-11618/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,sympy__sympy-13031,summarization-partial,run_1,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/sympy__sympy-13031/summarization-partial/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09429.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/sympy__sympy-13031/summarization-partial/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b20k__su-partial,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization_partial,20000,0.5,sympy__sympy-13031,summarization-partial,run_3,priority,summary_failure_accounting,0,3,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b20k__su-partial/sympy__sympy-13031/summarization-partial/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/09431.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b20k__su-partial/sympy__sympy-13031/summarization-partial/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
